Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,merch_zipcode
1861,2019-01-01 19:22:34,6011477612335392,Langworth LLC,personal_care,81.94,Anthony,Roberts,M,95488 Cabrera Well,Maria Stein,OH,45860,40.4062,-84.5076,2274,"Designer, television/film set",1943-12-17,1984b8093113ca36baf61cff706b442c,1325445754,40.71802,-83.794205,0,45812
1862,2019-01-01 19:22:49,4342532437704183,Connelly-Carter,home,49.89,Kevin,Elliott,M,1852 Vincent Isle Suite 328,Newark Valley,NY,13811,42.2281,-76.1625,4354,Further education lecturer,1994-02-16,8cc46dbd45361e1269290d2407a94220,1325445769,41.382808,-75.202997,0,18451
1863,2019-01-01 19:23:20,375974680629816,Beier LLC,entertainment,4.12,Roberta,Mccarthy,F,94431 Matthew Mall Suite 296,Plymouth,CT,6782,41.6611,-73.0449,2376,Herpetologist,1973-04-06,4842d6f9fc926d12e77f37852025a176,1325445800,41.224357,-72.814541,0,6405
1864,2019-01-01 19:24:09,3558652751678952,Pacocha-Weissnat,kids_pets,49.98,Teresa,Blankenship,F,6638 Lucero Mill Suite 952,Karnack,TX,75661,32.6205,-94.2,2807,Chiropodist,1931-01-26,e04aae082a61324256b9ff66c2ec3b73,1325445849,32.908156,-94.271474,0,75555
1865,2019-01-01 19:24:38,30044330818990,Little-Gleichner,travel,3.58,Allison,Ayala,F,87665 Karen Mill Apt. 586,Fort Myers,FL,33967,26.4722,-81.8122,224256,Paramedic,1985-08-29,2eccef110f176668a4488fccb090d174,1325445878,27.262093,-81.935256,0,34266
1866,2019-01-01 19:24:47,3533177016567295,Bode-Rempel,kids_pets,114.22,Derek,Bentley,M,782 Lee Crossing Apt. 209,Weeping Water,NE,68463,40.8731,-96.1528,1517,Dealer,1951-11-08,8be6533deff4031cd250777040195860,1325445887,39.891367,-97.087053,0,66958
1867,2019-01-01 19:25:04,3565943051129759,Volkman PLC,food_dining,17.55,David,Thomas,M,838 Dan Haven Suite 003,Webster City,IA,50595,42.4657,-93.8262,9165,Medical secretary,1963-05-23,5151ce5e8e44c4ee2025ee44a8f25b95,1325445904,42.295871,-94.620532,0,51453
1868,2019-01-01 19:26:00,6011477612335392,"Hintz, Bauch and Smith",health_fitness,7.07,Anthony,Roberts,M,95488 Cabrera Well,Maria Stein,OH,45860,40.4062,-84.5076,2274,"Designer, television/film set",1943-12-17,b34a80940841b2dfccbd3a78537afa92,1325445960,41.111176,-85.400452,0,46725
1869,2019-01-01 19:26:08,213191402330021,Sawayn PLC,shopping_pos,672.79,Thomas,Sullivan,M,464 Newman Crossroad,Milwaukee,WI,53228,42.9676,-88.0434,817312,"Accountant, chartered public finance",2004-03-18,df45bbd3db89b6c7abf8a0955786eea7,1325445968,42.730402,-88.158037,0,53139
1870,2019-01-01 19:27:42,4642894980163,Jast-McDermott,shopping_pos,3.68,Eddie,Mendez,M,1831 Faith View Suite 653,Clarinda,IA,51632,40.7491,-95.038,7297,IT trainer,1990-07-13,9eb1677a35f69b318de7b09b5aa4db18,1325446062,41.115926,-95.423286,0,51541
1871,2019-01-01 19:29:10,6517217825320610,Breitenberg-Hermiston,kids_pets,15.33,James,Reese,M,26975 Richardson Mills Apt. 402,Sontag,MS,39665,31.6453,-90.1801,1196,"Librarian, academic",1958-06-11,89dfde4fa4284b66b0f4b82feee77308,1325446150,30.999769,-90.148646,0,39667
1872,2019-01-01 19:29:15,630423337322,McGlynn-Jaskolski,misc_pos,134.99,Stephanie,Gill,F,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,1978-06-21,d73ba068c7befebe2ba16d90fdaf001d,1325446155,49.563103,-117.30328,0,
1873,2019-01-01 19:29:38,6011504998544485,Larson-Moen,entertainment,9.17,Ashley,Whitney,F,4038 Smith Avenue,Jones,AL,36749,32.5104,-86.8138,1089,Materials engineer,1971-11-02,7101e6e888cd78ef285bbffb15cc0e6c,1325446178,32.505372,-87.660513,0,36742
1874,2019-01-01 19:30:23,30238755902988,Pouros-Conroy,shopping_pos,4.99,Danielle,Yu,F,5395 Colon Burgs Suite 037,Thrall,TX,76578,30.592,-97.2893,1766,Press sub,1976-01-02,6f35d6768650e9b60081f5b5f51b07c4,1325446223,31.505427,-97.177294,0,76711
1875,2019-01-01 19:30:34,4364010865167176,Mosciski Group,travel,6.72,Gary,Martinez,M,03512 Jackson Ports,Reno,NV,89512,39.5483,-119.7957,276896,Immunologist,1997-03-12,7df005c07d00d183433e252089570cc9,1325446234,39.487042,-119.73335,0,89502
1876,2019-01-01 19:30:51,6511349151405438,Rau-Grant,kids_pets,154.47,Robert,Nguyen,M,74835 Garner Point,Ruth,NV,89319,39.3426,-114.8859,450,Interpreter,1946-08-24,2e03dbaf090cfa0852754ba69556cecc,1325446251,39.170265,-115.298156,0,
1877,2019-01-01 19:31:05,371284424780634,Jakubowski Inc,home,109.41,Jeremy,Moore,M,574 Patricia Extensions,Lubbock,TX,79413,33.5466,-101.8871,254282,"Doctor, general practice",1952-01-29,f107b13442faad7bb68e675148ec396d,1325446265,32.715471,-101.676631,0,
1878,2019-01-01 19:31:15,4879265611163287,Greenholt Ltd,health_fitness,73.81,Collin,Brown,M,995 Benjamin Bypass,Du Pont,GA,31630,31,-82.8555,419,Advertising account executive,1990-10-28,934b3c6d6d006b14d1f95d717f663c93,1325446275,30.569444,-82.465117,0,31631
1879,2019-01-01 19:31:45,630425673344,Baumbach Ltd,personal_care,71.86,Bryan,Miller,M,411 Laurie Fords,Cass,WV,24927,38.388,-79.9906,365,Special effects artist,1970-03-14,092387a24ed0e9c5fafef219d4fa7c86,1325446305,37.856272,-79.022979,0,22976
1880,2019-01-01 19:32:28,4158008602445,"Durgan, Gislason and Spencer",home,20.6,Alicia,Miller,F,976 Hubbard Lodge,Randolph,MN,55065,44.5274,-93.0196,1201,Barrister,1979-12-27,423b5ca9e524b50ae9180091382e3245,1325446348,45.027167,-93.606679,0,55359
1881,2019-01-01 19:32:37,3508104404056005,Howe PLC,entertainment,40.83,Michael,Fisher,M,401 Escobar Port,East Troy,WI,53120,42.8035,-88.4092,9679,"Engineer, production",1991-04-11,08707639e90b7792dbb7b8e1d6fa73b6,1325446357,41.955846,-88.081433,0,60108
1882,2019-01-01 19:32:46,3559723917628303,Kuphal-Toy,food_dining,59.59,Matthew,Huerta,M,622 Williams Trafficway,Ringwood,IL,60072,42.4048,-88.3054,928,Outdoor activities/education manager,1985-05-13,52174f15fd4f28f0fcb9c51a35dc2381,1325446366,42.495419,-87.830604,0,60096
1883,2019-01-01 19:32:47,375082648741747,Erdman-Durgan,health_fitness,168.64,Shannon,Bell,F,2918 David Spurs,Georgetown,MN,56546,47.0999,-96.727,346,"Research officer, trade union",1976-12-14,51235a072db4e660ea5fc090c121709d,1325446367,47.554085,-97.402139,0,58274
1884,2019-01-01 19:32:50,3596217206093829,Homenick LLC,personal_care,43.76,Sara,Ramirez,F,23843 Scott Island,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,1988-03-25,1b6b6ec28838722e38b520819053d561,1325446370,41.002237,-92.714378,0,52531
1885,2019-01-01 19:33:13,4067137330196900,Metz-Boehm,shopping_pos,2.17,Christina,Eaton,F,3256 Brooks Field,Eldridge,AL,35554,33.9315,-87.6194,1186,Politician's assistant,1986-11-12,d0c17b3fe813a8e7e75f7ba11d9765bb,1325446393,34.370388,-87.981344,0,35593
1886,2019-01-01 19:34:14,4908846471916297,"Reichert, Huels and Hoppe",shopping_net,52.57,Lauren,Torres,F,03030 White Lakes,Grandview,TX,76050,32.2779,-97.2351,5875,"Radiographer, therapeutic",1992-07-24,0491c9888eced0a26dd9619240fbc3c2,1325446454,31.314932,-96.660163,0,76653
1887,2019-01-01 19:35:09,345933964507467,O'Keefe-Wisoky,food_dining,1.29,Carol,Dillon,F,27479 Reeves Dale,Whaleyville,MD,21872,38.4121,-75.2811,718,Regulatory affairs officer,1985-03-19,9feff259929741cf4705deff0c7e6516,1325446509,38.514048,-75.86411,0,21835
1888,2019-01-01 19:35:11,573860193545,"Runolfsdottir, Mueller and Hand",entertainment,46.28,Cristian,Jones,M,0423 Kirby Field Suite 623,Wilmette,IL,60091,42.0765,-87.7246,27020,Trade mark attorney,1986-07-23,73ad5a9c8d13851941bd9a46956600a2,1325446511,42.552781,-88.570058,0,53125
1889,2019-01-01 19:35:54,2227671554547514,Fisher-Schowalter,shopping_net,1.3,Angie,Jones,F,6970 Blake Trail,Clearwater,FL,33760,27.9004,-82.7152,172247,"Geneticist, molecular",1979-10-22,dac2ee017ff976a7958fafce4b24f592,1325446554,28.182654,-82.630716,0,34655
1890,2019-01-01 19:35:55,581686439828,"Torp, Muller and Borer",health_fitness,29.48,Larry,House,M,911 Sabrina Trafficway,Cochranton,PA,16314,41.5205,-80.0573,5507,Retail merchandiser,1973-07-28,73f8bccbe2bfe8903d6b68059f76c024,1325446555,42.30131,-80.088765,0,
1891,2019-01-01 19:36:24,4725673654161314,Nienow PLC,entertainment,20.76,Alex,White,M,874 Fred Knolls Apt. 609,Orient,NY,11957,41.1437,-72.2879,743,Video editor,1968-09-19,e9b74fb9db8bc604e7c922f8173582a5,1325446584,40.385748,-72.521429,0,
1892,2019-01-01 19:36:51,4908846471916297,Runte-Mohr,food_dining,55.57,Lauren,Torres,F,03030 White Lakes,Grandview,TX,76050,32.2779,-97.2351,5875,"Radiographer, therapeutic",1992-07-24,effa2f42d81a9f1c40af3a5d288850f2,1325446611,32.22089,-97.559113,0,76070
1893,2019-01-01 19:37:09,4836998673805450,Morissette PLC,shopping_pos,8.31,Susan,Hardy,F,516 Brown Parks,Manistique,MI,49854,46.0062,-86.2555,6469,Trade mark attorney,1979-04-12,ce4b5380d401cb7ef7985264f284384e,1325446629,46.872663,-86.224573,0,
1894,2019-01-01 19:38:20,4658490815480264,Beier and Sons,home,49.93,Tara,Richards,F,4879 Cristina Station,Keisterville,PA,15449,39.9636,-79.7853,184,Systems developer,1945-11-04,a88e59c452d08195c0fdf1664fd1d86e,1325446700,40.697196,-79.602453,0,16229
1895,2019-01-01 19:38:25,676173792455,Jerde-Hermann,travel,1.73,Brittany,Cox,F,07177 William Dale Apt. 547,Santa Monica,CA,90403,34.0287,-118.4924,92043,"Civil engineer, contracting",1961-04-25,1e566a2b4ba3e57e8f6c081fc6a1a996,1325446705,34.179784,-117.615989,0,91701
1896,2019-01-01 19:39:09,4099707841315751,Botsford and Sons,home,262.12,James,Stephens,M,1166 Castillo Mountains,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",1975-07-07,451f3f46cf27c32c89d3ab121f28feb6,1325446749,37.639228,-77.935973,0,23063
1897,2019-01-01 19:39:13,3525590521269779,"Denesik, Powlowski and Pouros",home,37.15,Scott,Fuller,M,861 Karen Common,Haw River,NC,27258,36.0424,-79.3242,6006,Paramedic,1984-07-20,776f322f93899117a3dd03b4f278ec07,1325446753,36.056367,-80.196713,0,27107
1898,2019-01-01 19:39:59,4.53699688871606E+018,"Kihn, Brakus and Goyette",personal_care,3.09,Nathan,Mendoza,M,767 Adam Mill Apt. 115,Espanola,NM,87533,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,1972-07-18,2588cd0877ed416b529c9a5203756378,1325446799,36.365533,-105.693983,0,87557
1899,2019-01-01 19:42:13,4710792708725663,Metz-Boehm,shopping_pos,6.53,Justin,Bell,M,954 Green Wall,Churubusco,IN,46723,41.229,-85.3244,7692,"Research officer, trade union",1986-12-13,46ad8822f30bfed21887ebe207ad8dd7,1325446933,41.923036,-84.767238,0,49227
1900,2019-01-01 19:43:31,4500002361389,Homenick LLC,personal_care,100.65,Joseph,Nixon,M,86882 Desiree Camp Suite 047,Tyaskin,MD,21865,38.2833,-75.8465,470,Music tutor,1965-04-07,4816d3628a9f22c4c8f3322dfaa90577,1325447011,37.968232,-76.209972,0,22539
1901,2019-01-01 19:43:38,6011104316292105,Brown-Greenholt,entertainment,1.21,Valerie,Davis,F,3861 Anderson Ramp Apt. 536,Drakes Branch,VA,23937,36.9688,-78.5615,1970,Energy engineer,1985-09-02,885f814dcd0c50cffc596b985eeab8ef,1325447018,36.588914,-77.704743,0,23879
1902,2019-01-01 19:44:31,30175986190993,Connelly-Carter,home,77.95,Rebecca,Butler,F,0665 Lisa Alley,Winger,MN,56592,47.5375,-95.9941,516,Applications developer,1966-06-07,895e7b9b124a55ad54245fe631a2846c,1325447071,47.075926,-95.865092,0,56569
1903,2019-01-01 19:45:33,30510856607165,Eichmann-Kilback,home,35.91,Frederick,Robinson,M,1125 Ray Track,Livonia,MI,48154,42.3958,-83.3772,96942,Horticultural consultant,1965-04-01,34888ec5d5bd9b270abb4961737ec6db,1325447133,42.801138,-84.165448,0,48857
1904,2019-01-01 19:46:13,2222001896600109,"Roberts, Ryan and Smith",personal_care,43.36,Susan,Hernandez,F,2193 Osborne Run Apt. 789,Moro,IL,62067,38.9318,-89.9618,2401,"Buyer, industrial",1972-01-03,364e565be978b687805149d2d7914fbc,1325447173,37.988087,-89.772609,0,62233
1905,2019-01-01 19:47:08,6011366578560244,"Mante, Luettgen and Hackett",health_fitness,25.28,Adam,Stark,M,0912 Mark Fields Apt. 080,Mc Veytown,PA,17051,40.5046,-77.7186,4653,Nutritional therapist,1997-07-01,92f84e0d58bd43bbe8534d41c9720d9b,1325447228,41.344883,-78.218023,0,15832
1906,2019-01-01 19:47:15,30407675418785,Shanahan-Lehner,personal_care,8.22,Danielle,Evans,F,76752 David Lodge Apt. 064,Breesport,NY,14816,42.1939,-76.7361,520,Psychotherapist,1991-10-13,abea290c63ac1cd5ae4fd029adec9fbb,1325447235,41.40268,-76.584931,0,17758
1907,2019-01-01 19:47:18,4.64684558149034E+018,Kirlin and Sons,personal_care,20.93,Julia,Bell,F,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,1990-06-25,0702d9e5f56f192558033512c5a478e6,1325447238,40.656877,-74.028312,0,11232
1908,2019-01-01 19:47:31,501899453424,"Hills, Hegmann and Schaefer",health_fitness,37.39,Jessica,Dominguez,F,06393 Nancy Parkways Suite 855,Gadsden,AL,35903,33.9845,-85.9077,67082,Ceramics designer,1970-01-08,5edd83baea615a22f1100da58f592376,1325447251,34.903213,-85.372261,0,30725
1909,2019-01-01 19:48:03,4.47715660251194E+018,"Pouros, Walker and Spencer",kids_pets,3.51,Angela,Ross,F,0107 Clements Point,American Fork,UT,84003,40.3928,-111.7941,42384,Futures trader,1992-12-29,2c2d62c3b52ef131bc198b194d7b6838,1325447283,40.580639,-112.753756,0,84029
1910,2019-01-01 19:49:33,3567879740649740,"Schoen, Nienow and Bauch",personal_care,20.71,Tanya,Williams,F,566 Megan Well,Brownville,NY,13615,44.0577,-76.0196,1271,"Producer, radio",1958-08-14,c04ef0784e675f0ea380872e7ee3cfff,1325447373,44.068609,-76.62521,0,
1911,2019-01-01 19:51:11,213112402583773,Abbott-Steuber,personal_care,4.36,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),1984-06-03,c0d68971d9b9c34b06b7df2ced828e4c,1325447471,33.138694,-81.325128,0,29812
1912,2019-01-01 19:51:31,180018375329178,Boyer-Reichert,shopping_net,1.43,Michelle,Woods,F,952 Joseph Throughway,Munith,MI,49259,42.3703,-84.2485,2523,Geophysicist/field seismologist,1988-03-21,ce747d31ba8821dc532d8959275ffe8e,1325447491,43.146696,-83.440971,0,48421
1913,2019-01-01 19:52:04,371226440126102,Kihn-Schuster,food_dining,4.92,Stacy,Lambert,F,85430 Julie Trafficway Suite 792,Mulberry Grove,IL,62262,38.9311,-89.2463,1810,Race relations officer,1974-12-24,de9cdaf7d0e6e2fc40df7655482a4084,1325447524,39.651165,-89.401723,0,62531
1914,2019-01-01 19:52:42,3541160328600277,"Altenwerth, Cartwright and Koss",shopping_net,13.21,Jason,Singh,M,4720 Anna Ways,Murrayville,IL,62668,39.5723,-90.2379,1512,Commercial/residential surveyor,2003-05-07,3126bced8bc19876d88f9b969e9d4635,1325447562,39.79879,-89.886863,0,62677
1915,2019-01-01 19:52:48,38295635583927,Denesik and Sons,shopping_pos,5.92,Candice,Brown,F,9412 Harris Mews,O Brien,TX,79539,33.3749,-99.8473,178,Warden/ranger,1983-06-14,f78c3b2280b8a9066ffb622b0cf13b1c,1325447568,33.976642,-99.968853,0,
1916,2019-01-01 19:52:54,4653879239169997,"Roberts, Ryan and Smith",personal_care,1.31,Monica,Tucker,F,302 Christina Islands,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",1999-06-06,ae82843ce73f8f831d68a5a959009461,1325447574,37.903374,-85.773602,0,40150
1917,2019-01-01 19:52:59,4003771737807706,Padberg-Sauer,home,14.41,Danielle,Hayden,F,03368 Michelle Trail,Gregory,AR,72059,35.1791,-91.2594,37,"Lecturer, further education",1958-01-01,6bfac8d079811b00f216c0132c72d7f1,1325447579,34.22125,-91.693805,0,
1918,2019-01-01 19:53:18,180017442990269,Veum-Koelpin,travel,6.62,Michelle,Anderson,F,28311 Dennis Trace,Albany,NY,12222,42.6853,-73.8253,151022,"Designer, textile",1939-06-01,a2e10227919d3fb5ec02afa2d43a32a8,1325447598,42.195688,-73.052616,0,1253
1919,2019-01-01 19:53:19,6011693194885790,"Kovacek, Dibbert and Ondricka",grocery_pos,67.54,Victoria,Fleming,F,2807 Parker Station Suite 080,Stanchfield,MN,55080,45.6675,-93.2433,2607,"Lecturer, further education",1995-12-04,405e201c3acf547e772f59fa02b89ca7,1325447599,45.818273,-93.163801,0,55036
1920,2019-01-01 19:53:43,630451534402,"McDermott, Osinski and Morar",home,36.16,Rachel,Daniels,F,561 Little Plain Apt. 738,Wetmore,MI,49895,46.3535,-86.6345,765,Immunologist,1972-06-12,fad807cbb254b4aca50e336783e8773b,1325447623,46.038182,-87.226244,0,49880
1921,2019-01-01 19:54:19,5559857416065248,"Becker, Harris and Harvey",personal_care,29.24,Jack,Hill,M,5916 Susan Bridge Apt. 939,Grenada,CA,96038,41.6125,-122.5258,589,Systems analyst,1945-12-21,f46cb7a27c537485ae4b898d539eeff8,1325447659,42.114385,-123.20183,0,97544
1922,2019-01-01 19:54:46,30407675418785,"Lowe, Dietrich and Erdman",kids_pets,68.16,Danielle,Evans,F,76752 David Lodge Apt. 064,Breesport,NY,14816,42.1939,-76.7361,520,Psychotherapist,1991-10-13,26d3f0f52b9589d65ab31c343fa5f903,1325447686,42.274411,-77.214082,0,14879
1923,2019-01-01 19:54:57,4452366298769043,Hudson-Grady,shopping_pos,2.56,Linda,Davis,F,6602 Ortiz Pine Apt. 179,Blooming Grove,TX,76626,32.0758,-96.701,1563,Financial adviser,1978-03-04,74e9812ce1cca4bb5933c513852cf1ef,1325447697,31.558104,-96.169931,0,75838
1924,2019-01-01 19:55:22,36722699017270,Heathcote LLC,shopping_net,229.06,Jessica,Perez,F,8172 Robertson Parkways Suite 072,Superior,AZ,85173,33.2887,-111.0985,2872,Petroleum engineer,1987-10-28,07232949bfb231b46bb6c82ab036e95b,1325447722,33.977657,-111.885569,0,85331
1925,2019-01-01 19:55:27,4745996322265,Schmitt Ltd,misc_net,69.29,Carrie,Washington,F,6114 Adams Harbor Suite 096,Kingsford Heights,IN,46346,41.4802,-86.6919,1423,"Psychologist, forensic",1998-10-07,279ec131957edd4ae09272cae94aa62d,1325447727,41.345556,-86.975814,0,46347
1926,2019-01-01 19:56:17,3589289942931264,Nader-Maggio,personal_care,27.31,Paula,Estrada,F,350 Stacy Glens,Spencer,SD,57374,43.7557,-97.5936,343,"Development worker, international aid",1972-03-05,18b4ce2a47641e0a99e4093a54001cab,1325447777,43.047203,-98.537351,0,57356
1927,2019-01-01 19:56:59,4951647200979051,"Windler, Goodwin and Kovacek",home,22.22,Kimberly,Miller,F,75533 Tamara Valleys,Logan,IL,62856,37.9943,-88.9417,324,"Scientist, research (physical sciences)",1976-06-15,02de89d728438c7f85c1d18a2bbb4545,1325447819,38.452009,-88.888036,0,62889
1928,2019-01-01 19:57:39,3517814635263522,Morissette-Schaefer,personal_care,227.33,William,Cannon,M,43809 Kenneth Circles Suite 152,Union,WV,24983,37.5802,-80.5248,2443,Chartered public finance accountant,1941-10-16,af6a0d70a28615703bd6fb8eddc085bc,1325447859,36.968668,-79.621606,0,24137
1929,2019-01-01 19:58:16,213198837352314,"Bahringer, Bergnaum and Quitzon",home,85.96,John,Vega,M,4483 Sharp Ferry Apt. 468,Garfield,KS,67529,38.0649,-99.2374,365,Equality and diversity officer,1991-02-03,35c6fa4cd59091e6caab5c86a1e11e01,1325447896,38.726595,-98.680361,0,67634
1930,2019-01-01 19:58:17,3583793405872580,Watsica LLC,personal_care,47.86,Beth,Lambert,F,6447 Johnson Estates Apt. 986,Roosevelt,OK,73564,34.847,-98.9836,551,Amenity horticulturist,1970-09-27,3abbe5c6e85f0a0d78ea7d5a08ae45a8,1325447897,35.447877,-99.45097,0,73644
1931,2019-01-01 19:59:10,3521417320836166,"Romaguera, Wehner and Tromp",kids_pets,2.72,Angela,Hodges,F,08236 Kim Hill,Indianapolis,IN,46254,39.849,-86.272,910148,Firefighter,1975-11-30,d56be47a4434a00e1fe0a4d2fa4329a1,1325447950,39.795803,-86.393588,0,46123
1932,2019-01-01 19:59:13,4446368897795790,Sporer-Keebler,personal_care,65.63,Ryan,Joseph,M,8850 Jessica Center,Atlantic,VA,23303,37.9073,-75.5089,741,"Geologist, engineering",1986-08-17,8ddeb0b9acc466fd08a219c31fc6fa51,1325447953,37.047241,-75.311647,0,
1933,2019-01-01 20:00:10,3565943051129759,Medhurst Inc,home,48.25,David,Thomas,M,838 Dan Haven Suite 003,Webster City,IA,50595,42.4657,-93.8262,9165,Medical secretary,1963-05-23,e8e59291233bdd61896a63b9b045804e,1325448010,42.394277,-94.242698,0,50523
1934,2019-01-01 20:00:20,30561214688470,Halvorson Group,misc_pos,3.76,Gina,Morrison,F,41851 Victor Drives Suite 219,Allentown,PA,18103,40.5891,-75.4645,166081,"Scientist, research (maths)",1998-10-01,e544e0d3e8013f6ff0982887d1e3aab9,1325448020,40.457913,-76.079175,0,19506
1935,2019-01-01 20:01:00,4809701904914,Watsica LLC,personal_care,30.94,Sabrina,Nolan,F,312 Eric Expressway Apt. 014,Phenix City,AL,36869,32.4204,-85.0796,59744,Chemical engineer,1984-02-07,90d0c26cfc04e17d39b68f47f4a955b1,1325448060,33.166736,-86.009983,0,35072
1936,2019-01-01 20:01:17,5456776410929288,"Schroeder, Wolff and Hermiston",travel,2.1,Taylor,Khan,F,658 Diane Glen Apt. 677,North Washington,PA,16048,41.0472,-79.8089,139,Patent attorney,1954-05-25,d9f24308178698833f60fcad7237eada,1325448077,41.027318,-80.599685,0,44471
1937,2019-01-01 20:01:56,4716561796955522,Schumm PLC,health_fitness,5.96,Lauren,Anderson,F,11014 Chad Lake Apt. 573,Heart Butte,MT,59448,48.2777,-112.8456,743,Water engineer,1972-05-04,f7aade0e847b52a1cfa3408a369b0afc,1325448116,48.067508,-111.956363,0,
1938,2019-01-01 20:02:02,4997733566924489,Pagac LLC,shopping_pos,47.5,Stephanie,Taylor,F,598 Martin Pine Suite 365,Saint Paul,MN,55128,44.9913,-92.9487,753116,Fisheries officer,1971-08-06,a59c18da784b3fe41a5e6d7d7834c170,1325448122,44.704736,-92.161455,0,54740
1939,2019-01-01 20:02:10,6011109736646996,Zulauf LLC,personal_care,69.78,Rebecca,Erickson,F,594 Berry Lights Apt. 392,Wilmington,NC,28405,34.2651,-77.867,186140,English as a second language teacher,1983-02-08,32f439241abfe17d9b0529d58989d27f,1325448130,33.407113,-78.33234,0,
1940,2019-01-01 20:02:14,6011860238257910,Erdman-Schaden,personal_care,69.54,Lisa,Mendez,F,44259 Beth Station Suite 215,Lahoma,OK,73754,36.385,-98.0727,1078,"Programme researcher, broadcasting/film/video",1952-07-06,83bea0b8be65253dc78a975989df1d21,1325448134,36.397175,-97.418265,0,73757
1941,2019-01-01 20:02:20,376028110684021,"Torp, Muller and Borer",health_fitness,71.62,Aaron,Murray,M,624 Hale Springs Apt. 572,Meadville,MO,64659,39.7795,-93.3014,964,Tourist information centre manager,1974-12-23,1178f236bbf9ada6fcc79ac89567c202,1325448140,40.146224,-94.021024,0,64636
1942,2019-01-01 20:03:23,581686439828,"Bahringer, Osinski and Block",food_dining,142.57,Larry,House,M,911 Sabrina Trafficway,Cochranton,PA,16314,41.5205,-80.0573,5507,Retail merchandiser,1973-07-28,08f2266c025a5fdbc198011658958a96,1325448203,41.649014,-80.592687,0,44032
1943,2019-01-01 20:04:15,213156747557083,Buckridge PLC,misc_pos,6.83,Adam,Santos,M,725 Jo Trace Apt. 102,Glendale,CA,91206,34.1556,-118.2322,172817,Advertising account planner,1982-07-30,793c454ac9541d35eccfb18fc1a6976b,1325448255,34.626066,-117.819422,0,93591
1944,2019-01-01 20:04:28,3576431665303017,Macejkovic-Lesch,shopping_pos,64.12,Jessica,Ward,F,72269 Elizabeth Field Apt. 132,Phoenix,AZ,85020,33.5623,-112.0559,1312922,Contractor,1981-10-24,ef2c9c9fe89a3a4a57a7797da0fcad62,1325448268,34.065058,-111.422991,0,
1945,2019-01-01 20:04:43,3586008444788268,Streich Ltd,home,121.21,Crystal,Fuller,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,1984-02-29,9969e4547a6a154ffcb339470f972ff6,1325448283,48.377519,-122.962536,0,98261
1946,2019-01-01 20:04:49,6502195877055606,Nader-Maggio,personal_care,74.9,Nathan,Byrd,M,155 Gregory Mount Suite 791,Red Cliff,CO,81649,39.4584,-106.3851,277,Human resources officer,1985-04-03,9a2aca559b2710715119a01e718fbfa1,1325448289,39.795193,-106.962303,0,
1947,2019-01-01 20:04:55,38295635583927,Sawayn PLC,shopping_pos,1.37,Candice,Brown,F,9412 Harris Mews,O Brien,TX,79539,33.3749,-99.8473,178,Warden/ranger,1983-06-14,8ed7ba5d65f068a41418d9bb1143ac97,1325448295,33.471532,-99.278462,0,76380
1948,2019-01-01 20:04:59,4671727014157745,Nienow PLC,entertainment,9.76,Kenneth,Edwards,M,3653 Ryan Crossroad,Andrews,IN,46702,40.8618,-85.6067,2304,Retail banker,1955-07-25,41740a02e72b7a619e1352ed33f78276,1325448299,41.214797,-86.525446,0,46968
1949,2019-01-01 20:05:00,675945690716,Connelly-Carter,home,14.48,Ellen,Smith,F,285 George Lake,Beaver Falls,PA,15010,40.7687,-80.3592,28425,Podiatrist,2000-06-09,50d142c7c295790b43c1c9891b78c4ec,1325448300,40.389912,-80.813882,0,43910
1950,2019-01-01 20:05:05,2720433095629877,Volkman-Predovic,shopping_net,7.35,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",1997-08-22,6046e89010a18807a5a0fffd7085c292,1325448305,43.509922,-69.982611,0,
1951,2019-01-01 20:05:22,3551512895305309,"Dare, Casper and Bartoletti",kids_pets,79.25,Erika,Anderson,F,3786 Hale Corners,Rochester,KY,42273,37.2048,-86.8592,443,"Development worker, international aid",1947-07-15,3747764bf59e9ebd01ed1838c9989df4,1325448322,36.49152,-86.302228,0,37022
1952,2019-01-01 20:05:32,4342532437704183,"Douglas, Schneider and Turner",shopping_pos,5.2,Kevin,Elliott,M,1852 Vincent Isle Suite 328,Newark Valley,NY,13811,42.2281,-76.1625,4354,Further education lecturer,1994-02-16,fe4d2bd74e0e61723ea227ec409b7b62,1325448332,42.685252,-77.086575,0,14527
